date,month,cat,q,side,mkt,cost,pmod,stake,won,pnl,clv,end
2026-04-02,2026-04,politics,Will Carlos Álvarez win the 2026 Peruvian presidential election?,NO,0.938,0.943,0.963,192.26,1,11.73,-0.114,2026-04-12T00:00:00Z
2026-04-02,2026-04,politics,Will Fidesz–KDNP win the most national list votes in the 2026 Hungaria,NO,0.745,0.757,0.784,175.34,1,56.29,0.073,2026-04-12T00:00:00Z
2026-04-02,2026-04,politics,Will the next Prime Minister of Hungary be Viktor Orbán?,NO,0.655,0.667,0.683,79.33,1,39.6,0.018,2026-04-12T00:00:00Z
2026-04-02,2026-04,politics,Will the next Prime Minister of Hungary be Péter Magyar?,YES,0.635,0.647,0.66,60.88,1,33.21,0.038,2026-04-12T00:00:00Z
2026-04-07,2026-04,politics,Will the next Prime Minister of Hungary be Péter Magyar?,YES,0.655,0.667,0.683,79.92,1,39.9,0.018,2026-04-12T00:00:00Z
2026-04-07,2026-04,politics,Will Carlos Álvarez win the 2026 Peruvian presidential election?,NO,0.684,0.697,0.717,110.04,1,47.95,0.132,2026-04-12T00:00:00Z
2026-04-07,2026-04,politics,Will Rafael López Aliaga finish in second place in the first round of ,NO,0.735,0.747,0.773,167.25,1,56.64,0.018,2026-04-12T00:00:00Z
2026-04-07,2026-04,politics,Hungary Election: TISZA wins a constitutional majority?,NO,0.75,0.762,0.789,186.49,0,-186.49,-0.032,2026-04-12T00:00:00Z
2026-04-07,2026-04,politics,Will Fidesz–KDNP win the most national list votes in the 2026 Hungaria,NO,0.795,0.807,0.836,194.24,1,46.45,0.023,2026-04-12T00:00:00Z
2026-04-07,2026-04,politics,Will Roberto Sánchez Palomino finish in second place in the first roun,NO,0.86,0.868,0.898,195.17,0,-195.17,-0.001,2026-04-12T00:00:00Z
2026-04-07,2026-04,politics,Will Fidesz-KDNP win the national list vote in the 2026 Hungarian Parl,NO,0.931,0.936,0.958,191.26,1,12.97,0.039,2026-04-12T00:00:00Z
2026-04-07,2026-04,politics,Will Tisza win the national list vote in the 2026 Hungarian Parliament,NO,0.6,0.612,0.619,30.01,0,-30.01,-0.102,2026-04-12T00:00:00Z
2026-04-07,2026-04,politics,Will TISZA – Respect and Freedom Party (TISZA) win the most seats in t,YES,0.695,0.707,0.729,118.14,1,48.96,0.023,2026-04-12T00:00:00Z
2026-04-07,2026-04,politics,Will Fidesz–KDNP win the most seats in the next Hungarian parliamentar,NO,0.695,0.707,0.729,118.74,1,49.21,0.038,2026-04-12T00:00:00Z
2026-04-10,2026-04,politics,"Trump announces US x Iran ceasefire end by April 15, 2026?",NO,0.79,0.802,0.831,192.89,1,47.62,-0.012,2026-04-15T00:00:00Z
2026-04-10,2026-04,politics,Will Trump praise Allah again by April 15?,NO,0.925,0.93,0.953,193.84,0,-193.84,-0.005,2026-04-15T00:00:00Z
2026-04-13,2026-04,politics,Will Tamilaga Vettri Kazhagam (TVK) win the most seats in the 2026 Tam,NO,0.942,0.947,0.966,189.96,0,-189.96,-0.005,2026-04-23T00:00:00Z
2026-04-13,2026-04,politics,Will the Dravida Munnetra Kazhagam (DMK) win the most seats in the 202,YES,0.755,0.767,0.794,181.23,0,-181.23,0.028,2026-04-23T00:00:00Z
2026-04-13,2026-04,politics,Will the All India Anna Dravida Munnetra Kazhagam (ADMK) win the most ,NO,0.863,0.871,0.901,182.54,1,27.16,-0.029,2026-04-23T00:00:00Z
2026-04-16,2026-04,politics,"Trump announces US x Iran ceasefire end by April 21, 2026?",NO,0.765,0.777,0.805,183.08,1,52.54,0.158,2026-04-21T00:00:00Z
2026-04-16,2026-04,geo,Will BV Borussia 09 Dortmund win on 2026-04-26?,YES,0.645,0.657,0.672,66.43,1,34.68,0.048,2026-04-26T15:30:00Z
2026-04-18,2026-04,politics,Will the All India Anna Dravida Munnetra Kazhagam (ADMK) win the most ,NO,0.863,0.871,0.901,184.83,1,27.5,-0.029,2026-04-23T00:00:00Z
2026-04-18,2026-04,politics,Will Tamilaga Vettri Kazhagam (TVK) win the most seats in the 2026 Tam,NO,0.942,0.947,0.966,185.38,0,-185.38,-0.005,2026-04-23T00:00:00Z
2026-04-18,2026-04,politics,Will the Dravida Munnetra Kazhagam (DMK) win the most seats in the 202,YES,0.735,0.747,0.773,154.36,0,-154.36,0.048,2026-04-23T00:00:00Z
2026-04-19,2026-04,tech_econ,Will one person dissent the April Fed decision?,YES,0.735,0.747,0.764,98.33,1,33.3,0.098,2026-04-29T00:00:00Z
2026-04-20,2026-04,tech_econ,Will Anthropic have the best AI model at the end of April 2026?,YES,0.905,0.91,0.93,179.25,1,17.73,0.025,2026-04-30T00:00:00Z
2026-04-20,2026-04,tech_econ,Will OpenAI have the best AI model at the end of April 2026?,NO,0.928,0.933,0.95,179.6,1,12.79,0.0135,2026-04-30T00:00:00Z
2026-04-20,2026-04,politics,Will Donald Trump announce that the United States blockade of the Stra,NO,0.95,0.955,0.972,179.86,1,8.47,-0.005,2026-04-30T00:00:00Z
2026-04-20,2026-04,tech_econ,"Will GPT-5.5 be released on April 23, 2026?",YES,0.745,0.757,0.774,107.01,1,34.35,0.118,2026-04-30T00:00:00Z
2026-04-21,2026-04,geo,Will BV Borussia 09 Dortmund win on 2026-04-26?,YES,0.68,0.692,0.712,97.2,1,43.26,0.013,2026-04-26T15:30:00Z
2026-04-23,2026-04,geo,"US x Iran diplomatic meeting by April 28, 2026?",NO,0.615,0.627,0.637,40.27,1,23.96,-0.242,2026-04-28T00:00:00Z
2026-04-24,2026-04,geo,"US x Iran diplomatic meeting by April 29, 2026?",NO,0.625,0.637,0.649,48.58,1,27.68,0.268,2026-04-29T00:00:00Z
2026-04-24,2026-04,tech_econ,Will one person dissent the April Fed decision?,YES,0.725,0.737,0.753,84.29,1,30.08,0.108,2026-04-29T00:00:00Z
2026-04-25,2026-04,geo,"Will Iran conduct a military action against Israel on April 8, 2026?",YES,0.94,0.945,0.964,94.36,1,5.54,-0.005,2026-04-30T00:00:00Z
2026-04-25,2026-04,tech_econ,"Will GPT-5.5 be released on April 23, 2026?",YES,0.875,0.883,0.904,183.32,1,24.29,-0.008,2026-04-30T00:00:00Z
2026-04-25,2026-04,tech_econ,Will OpenAI have the best AI model at the end of April 2026?,NO,0.903,0.908,0.929,183.81,1,18.51,0.0385,2026-04-30T00:00:00Z
2026-04-25,2026-04,tech_econ,Will Anthropic have the best AI model at the end of April 2026?,YES,0.885,0.893,0.913,184.18,1,22.07,0.042,2026-04-30T00:00:00Z
2026-04-28,2026-04,geo,Will BV Borussia 09 Dortmund win on 2026-05-08?,YES,0.63,0.642,0.654,53.51,1,29.84,0.003,2026-05-08T18:30:00Z
2026-04-30,2026-04,geo,"US x Iran diplomatic meeting by May 5, 2026?",NO,0.915,0.92,0.945,90.86,1,7.9,0.0525,2026-05-05T00:00:00Z
2026-05-03,2026-05,politics,Will Donald Trump announce that the United States blockade of the Stra,NO,0.955,0.96,0.975,185.38,1,7.72,0.0165,2026-05-08T00:00:00Z
2026-05-05,2026-05,tech_econ,"Jerome Powell out as Fed Chair by May 15, 2026?",NO,0.765,0.777,0.795,127.06,0,-127.06,-0.042,2026-05-15T00:00:00Z
2026-05-05,2026-05,geo,"US x Iran diplomatic meeting by May 15, 2026?",NO,0.825,0.833,0.846,92.13,1,18.47,0.1435,2026-05-15T00:00:00Z
2026-05-05,2026-05,geo,Kevin Warsh confirmed as Fed Chair by May 15?,YES,0.947,0.952,0.959,56.3,1,2.87,0.0215,2026-05-15T00:00:00Z
2026-05-09,2026-05,politics,Will Thomas Massie be the Republican nominee for KY-04?,YES,0.745,0.757,0.784,167.07,0,-167.07,-0.142,2026-05-19T00:00:00Z
2026-05-09,2026-05,politics,Will Ed Gallrein be the Republican nominee for KY-04?,NO,0.749,0.761,0.788,168.51,0,-168.51,-0.158,2026-05-19T00:00:00Z
2026-05-10,2026-05,politics,"Will Trump say ""Iran"" during events with Xi Jinping?",YES,0.73,0.742,0.767,84.57,0,-84.57,-0.007,2026-05-15T00:00:00Z
2026-05-10,2026-05,politics,Will Donald Trump announce that the United States blockade of the Stra,NO,0.845,0.853,0.884,175.01,1,30.16,0.1275,2026-05-15T00:00:00Z
2026-05-14,2026-05,politics,Will Thomas Massie be the Republican nominee for KY-04?,YES,0.685,0.697,0.718,99.13,0,-99.13,-0.082,2026-05-19T00:00:00Z
2026-05-14,2026-05,politics,Will Ed Gallrein be the Republican nominee for KY-04?,NO,0.67,0.682,0.701,84.31,0,-84.31,-0.079,2026-05-19T00:00:00Z
2026-05-16,2026-05,geo,Iran closes its airspace by May 21?,NO,0.825,0.833,0.846,113.88,1,22.83,0.037,2026-05-21T00:00:00Z
2026-05-16,2026-05,politics,Will Ken Paxton win the 2026 Texas Republican Primary?,YES,0.615,0.627,0.637,38.24,1,22.75,0.318,2026-05-26T00:00:00Z
2026-05-16,2026-05,politics,Will John Cornyn win the 2026 Texas Republican Primary?,NO,0.615,0.627,0.637,38.34,1,22.81,0.328,2026-05-26T00:00:00Z
2026-05-17,2026-05,politics,Will Donald Trump announce that the United States blockade of the Stra,NO,0.905,0.91,0.937,173.32,1,17.14,0.015,2026-05-22T00:00:00Z
2026-05-17,2026-05,politics,Will Trump announce a tariff reduction on China?,NO,0.82,0.828,0.861,173.66,1,36.07,0.077,2026-05-22T00:00:00Z
2026-05-21,2026-05,politics,Ruben Rocha out as Governor of Sinaloa by May 31?,NO,0.771,0.783,0.811,174.38,1,48.33,0.15,2026-05-31T00:00:00Z
2026-05-21,2026-05,politics,Will John Cornyn win the 2026 Texas Republican Primary?,NO,0.945,0.95,0.968,175.35,1,9.23,0.005,2026-05-26T00:00:00Z
2026-05-21,2026-05,politics,Will Ken Paxton win the 2026 Texas Republican Primary?,YES,0.945,0.95,0.968,175.53,1,9.24,-0.005,2026-05-26T00:00:00Z
2026-05-21,2026-05,geo,"Will Israel launch a ground operation in Iran by May 31, 2026?",NO,0.925,0.93,0.941,61.84,1,4.65,0.0415,2026-05-31T00:00:00Z
2026-05-21,2026-05,tech_econ,Will Anthropic have the best AI model at the end of May 2026?,YES,0.963,0.968,0.977,175.81,1,5.91,0.021,2026-05-31T00:00:00Z
2026-05-22,2026-05,geo,Iran closes its airspace by May 27?,NO,0.725,0.737,0.744,38.47,1,13.73,0.1105,2026-05-27T00:00:00Z
2026-05-23,2026-05,politics,Will Tom Steyer advance from the 2026 California Governor primary elec,NO,0.73,0.742,0.767,144.41,1,50.21,-0.067,2026-06-02T00:00:00Z
2026-05-23,2026-05,politics,Will Karen Bass & Spencer Pratt advance to the second round of the 202,YES,0.695,0.707,0.729,109.65,0,-109.65,-0.072,2026-06-02T00:00:00Z
2026-05-23,2026-05,politics,Will Karen Bass & Nithya Raman advance to the second round of the 2026,NO,0.72,0.732,0.756,133.1,0,-133.1,0.013,2026-06-02T00:00:00Z
2026-05-24,2026-05,politics,Will Park Wan-soo win the 2026 Gyeongsangnam Province Gubernatorial El,YES,0.62,0.632,0.643,42.08,1,24.5,-0.002,2026-06-03T06:00:00Z
2026-05-24,2026-05,politics,Will Kim Tae-heum win the 2026 Chungcheongnam Province gubernatorial e,NO,0.777,0.789,0.818,172.84,1,46.08,0.0895,2026-06-03T00:00:00Z
2026-05-24,2026-05,politics,Will Chong Won-oh win the 2026 Seoul Mayoral Election,YES,0.705,0.717,0.74,117.19,0,-117.19,0.108,2026-06-03T00:00:00Z
2026-05-24,2026-05,politics,Will Yoo Jeong-bok win the 2026 Incheon mayoral election?,NO,0.959,0.964,0.977,171.42,1,6.49,0.006,2026-06-03T00:00:00Z
2026-05-24,2026-05,politics,Will Oh Se-hoon win the 2026 Seoul Mayoral Election,NO,0.695,0.707,0.729,106.15,0,-106.15,0.118,2026-06-03T00:00:00Z
2026-05-24,2026-05,politics,Will Kim Kyung-soo win the 2026 Gyeongsangnam Province Gubernatorial E,NO,0.62,0.632,0.643,41.37,1,24.09,-0.002,2026-06-03T06:00:00Z
2026-05-24,2026-05,politics,Will Park Soo-hyun win the 2026 Chungcheongnam Province gubernatorial ,YES,0.75,0.762,0.789,160.59,1,50.02,0.104,2026-06-03T00:00:00Z
2026-05-24,2026-05,politics,Will Choo Mi-ae win the 2026 Gyeonggi Province Gubernatorial Election?,YES,0.963,0.968,0.98,170.91,1,5.65,0.0105,2026-06-03T00:00:00Z
2026-05-24,2026-05,politics,Will Kim Boo-kyum win the 2026 Daegu mayoral election?,NO,0.815,0.823,0.856,171.02,1,36.78,0.057,2026-06-03T00:00:00Z
2026-05-25,2026-05,geo,US announces new Iran agreement/ceasefire extension by May 31?,YES,0.79,0.802,0.811,66.05,0,-66.05,-0.387,2026-05-30T00:00:00Z
2026-05-26,2026-05,politics,Will Donald Trump announce that the United States blockade of the Stra,NO,0.7,0.712,0.734,110.17,1,44.56,0.178,2026-05-31T00:00:00Z
2026-05-26,2026-05,politics,"Will Donald Trump dance on May 25, 2026?",NO,0.935,0.94,0.961,61.15,1,3.9,0.0595,2026-05-31T00:00:00Z
2026-05-26,2026-05,politics,Will Trump agree to Iranian oil sanction relief by May 31?,NO,0.77,0.782,0.81,5.05,1,1.41,0.143,2026-05-31T00:00:00Z
2026-05-26,2026-05,politics,Ruben Rocha out as Governor of Sinaloa by May 31?,NO,0.902,0.907,0.935,171.43,1,17.47,0.0255,2026-05-31T00:00:00Z
2026-05-28,2026-05,politics,Will Tom Steyer advance from the 2026 California Governor primary elec,NO,0.615,0.627,0.637,38.1,1,22.67,0.048,2026-06-02T00:00:00Z
2026-05-28,2026-05,politics,Will Karen Bass & Nithya Raman advance to the second round of the 2026,NO,0.85,0.858,0.889,172.24,0,-172.24,-0.113,2026-06-02T00:00:00Z
2026-05-28,2026-05,politics,Will Civil Contract win the most seats in the 2026 Armenian National A,YES,0.925,0.93,0.953,168.79,1,12.7,0.044,2026-06-07T00:00:00Z
2026-05-28,2026-05,politics,Will Karen Bass & Spencer Pratt advance to the second round of the 202,YES,0.73,0.742,0.767,138.55,0,-138.55,-0.107,2026-06-02T00:00:00Z
2026-05-28,2026-05,politics,Will Roberto Sánchez Palomino win the 2026 Peruvian presidential elect,NO,0.713,0.725,0.749,119.71,1,45.41,0.0135,2026-06-07T00:00:00Z
2026-05-28,2026-05,politics,Will Keiko Fujimori win the 2026 Peruvian presidential election?,YES,0.715,0.727,0.751,122.29,1,45.92,0.018,2026-06-07T00:00:00Z
2026-05-28,2026-05,geo,Israel announces Lebanon ceasefire extension by June 7?,NO,0.76,0.772,0.78,35.16,0,-35.16,-0.7705,2026-06-07T00:00:00Z
2026-05-29,2026-05,politics,Will Kim Boo-kyum win the 2026 Daegu mayoral election?,NO,0.895,0.903,0.929,167.4,1,17.98,-0.023,2026-06-03T00:00:00Z
2026-05-29,2026-05,politics,Will Chong Won-oh win the 2026 Seoul Mayoral Election,YES,0.765,0.777,0.805,167.76,0,-167.76,0.048,2026-06-03T00:00:00Z
2026-05-29,2026-05,politics,Will Choo Kyung-ho win the 2026 Daegu mayoral election?,YES,0.895,0.903,0.929,164.4,1,17.66,-0.018,2026-06-03T00:00:00Z
2026-05-29,2026-05,politics,Will Kim Tae-heum win the 2026 Chungcheongnam Province gubernatorial e,NO,0.846,0.854,0.885,164.75,1,28.28,0.0255,2026-06-03T00:00:00Z
2026-05-29,2026-05,politics,Will Park Soo-hyun win the 2026 Chungcheongnam Province gubernatorial ,YES,0.85,0.858,0.889,165.32,1,27.36,0.0085,2026-06-03T00:00:00Z
2026-05-29,2026-05,politics,Will Yoo Jeong-bok win the 2026 Incheon mayoral election?,NO,0.956,0.961,0.975,165.87,1,6.82,0.009,2026-06-03T00:00:00Z
2026-05-29,2026-05,politics,Will Oh Se-hoon win the 2026 Seoul Mayoral Election,NO,0.755,0.767,0.794,161.61,0,-161.61,0.058,2026-06-03T00:00:00Z
2026-06-02,2026-06,politics,Will Donald Trump announce that the United States blockade of the Stra,NO,0.875,0.883,0.912,162.77,1,21.57,0.062,2026-06-07T00:00:00Z
2026-06-02,2026-06,politics,Will Civil Contract win the most seats in the 2026 Armenian National A,YES,0.925,0.93,0.953,163.2,1,12.28,0.044,2026-06-07T00:00:00Z
2026-06-02,2026-06,geo,"US x Iran permanent peace deal by June 7, 2026?",NO,0.935,0.94,0.949,128.29,1,8.19,0.013,2026-06-07T00:00:00Z
2026-06-02,2026-06,politics,Will Keiko Fujimori win the 2026 Peruvian presidential election?,YES,0.755,0.767,0.794,159.28,1,48.39,-0.022,2026-06-07T00:00:00Z
2026-06-02,2026-06,politics,Will Roberto Sánchez Palomino win the 2026 Peruvian presidential elect,NO,0.758,0.77,0.797,162.84,1,48.78,-0.031,2026-06-07T00:00:00Z
2026-06-09,2026-06,politics,Will President Trump attend the NBA Finals?,YES,0.956,0.961,0.975,165.56,1,6.81,0.039,2026-06-19T00:00:00Z
2026-06-10,2026-06,geo,Israel closes its airspace by June 15?,NO,0.895,0.903,0.914,149.48,1,16.06,0.066,2026-06-15T00:00:00Z
2026-06-10,2026-06,geo,Will Iran close its airspace by June 14?,NO,0.695,0.707,0.712,16.54,1,6.85,0.2425,2026-06-15T03:59:00Z
2026-06-11,2026-06,politics,Will Ivan Cepeda Castro win the 2026 Colombian presidential election?,NO,0.855,0.863,0.894,166.15,1,26.38,0.042,2026-06-21T14:00:00Z
2026-06-11,2026-06,politics,Will Abelardo de la Espriella  win the 2026 Colombian presidential ele,YES,0.865,0.873,0.903,166.68,1,24.25,0.042,2026-06-21T14:00:00Z
2026-06-16,2026-06,politics,Will Ivan Cepeda Castro win the 2026 Colombian presidential election?,NO,0.885,0.893,0.92,167.16,1,20.03,0.012,2026-06-21T14:00:00Z
2026-06-16,2026-06,politics,Will Abelardo de la Espriella  win the 2026 Colombian presidential ele,YES,0.885,0.893,0.92,167.56,1,20.08,0.022,2026-06-21T14:00:00Z
2026-06-16,2026-06,geo,Will IR Iran win on 2026-06-21?,NO,0.885,0.893,0.904,146.44,1,17.55,-0.008,2026-06-21T19:00:00Z
2026-06-16,2026-06,geo,"US x Iran diplomatic meeting by June 21, 2026?",YES,0.885,0.893,0.904,21.88,1,2.62,-0.0195,2026-06-21T00:00:00Z
2026-06-20,2026-06,politics,"Will Donald Trump publicly insult Benjamin Netanyahu by June 30, 2026?",NO,0.675,0.687,0.706,86.13,0,-86.13,0.023,2026-06-30T00:00:00Z
2026-06-20,2026-06,politics,Tamas Sulyok out as President of Hungary by June 30?,NO,0.945,0.95,0.968,166.65,1,8.77,0.005,2026-06-30T00:00:00Z
2026-06-20,2026-06,politics,"Aleksandar Vučić out as Serbian President by June 30, 2026?",NO,0.949,0.954,0.971,166.82,0,-166.82,0.021,2026-06-30T00:00:00Z
2026-06-20,2026-06,tech_econ,Will Anthropic have the best AI model at the end of June 2026?,YES,0.962,0.967,0.976,163.48,1,5.67,0.023,2026-06-30T00:00:00Z
2026-06-22,2026-06,geo,Will IR Iran win on 2026-06-26?,NO,0.765,0.777,0.786,52.28,1,15.01,-0.022,2026-06-27T03:00:00Z
2026-06-23,2026-06,geo,"US x Iran diplomatic meeting by July 3, 2026?",NO,0.82,0.828,0.841,105.67,1,21.95,0.077,2026-07-03T23:59:00Z
2026-06-25,2026-06,politics,Tamas Sulyok out as President of Hungary by June 30?,NO,0.95,0.955,0.972,164.34,1,7.74,0.0,2026-06-30T00:00:00Z
2026-06-25,2026-06,geo,"Israel strikes Iran by June 30, 2026?",YES,0.74,0.752,0.76,6.54,1,2.16,-0.012,2026-06-30T00:00:00Z
2026-06-25,2026-06,politics,"Will Donald Trump publicly insult Benjamin Netanyahu by June 30, 2026?",NO,0.83,0.838,0.87,78.41,0,-78.41,-0.128,2026-06-30T00:00:00Z
2026-06-28,2026-06,geo,"US x Iran diplomatic meeting by July 3, 2026?",NO,0.795,0.807,0.816,50.76,1,12.14,0.098,2026-07-03T23:59:00Z
2026-07-01,2026-07,tech_econ,"GPT-5.6 released by July 6, 2026?",NO,0.9,0.905,0.926,163.21,1,17.13,0.0605,2026-07-06T00:00:00Z
2026-07-02,2026-07,geo,Will a team from LPL (China) win MSI 2026?,NO,0.71,0.722,0.728,29.83,1,11.48,-0.297,2026-07-12T00:00:00Z
2026-07-04,2026-07,tech_econ,"GPT-5.6 released by July 9, 2026?",YES,0.855,0.863,0.885,163.78,1,26.0,-0.108,2026-07-09T00:00:00Z
2026-07-05,2026-07,geo,Iran full airspace closure by July 15?,NO,0.956,0.961,0.967,164.3,1,6.76,-0.0195,2026-07-15T23:59:00Z
2026-07-07,2026-07,geo,Will a team from LPL (China) win MSI 2026?,NO,0.7,0.712,0.717,26.1,1,10.56,-0.287,2026-07-12T00:00:00Z
2026-07-10,2026-07,politics,President Trump to Attend World Cup Final?,YES,0.905,0.91,0.937,164.65,1,16.28,0.0645,2026-07-20T03:59:00Z
